366	292
405	176
710	745
421	1950
260	1483
808	410
487	6
320	26
210	588
123	54
314	1567
115	1589
13	5
154	587
481	175
55	3
454	544
62	161
272	470
220	117
170	61
115	803
273	431
354	140
155	490
323	7
92	1319
404	46
600	2207
290	624
48	699
21	1
549	703
222	177
551	310
234	129
13	375
222	1512
699	1634
13	706
288	222
103	1518
258	787
108	1665
159	1639
147	1187
473	43
122	66
180	917
273	850
13	186
119	531
219	1082
210	401
59	180
111	232
37	422
880	2220
163	741
205	543
210	400
876	2193
139	22
83	1308
21	393
220	904
751	768
158	635
120	647
56	505
13	1259
66	1608
220	23
477	74
220	1613
9	1738
308	1802
13	904
234	153
149	1578
607	680
310	152
42	103
80	21
109	192
495	352
132	454
327	465
386	594
257	435
249	2112
258	184
198	1036
278	2008
729	1781
13	393
633	1181
5	171
191	1162
258	575
205	154
376	2020
363	16
583	454
63	9
147	335
493	229
709	29
147	1266
276	23
21	160
92	45
421	1957
30	2011
153	269
200	499
404	136
263	293
503	1961
756	221
42	474
242	142
358	96
48	171
71	23
163	1074
147	942
545	372
473	44
258	177
34	439
92	189
108	1650
445	1006
220	1195
59	593
280	97
445	1357
367	152
155	605
79	470
66	1629
379	1357
6	5
531	962
219	592
578	1456
83	1496
66	187
575	49
567	505
174	1385
180	727
168	1219
130	15
260	82
454	542
263	211
268	375
451	745
828	2182
108	385
53	98
519	745
108	1256
198	229
263	1056
421	1947
121	302
30	482
470	2338
209	1068
438	22
103	249
59	591
48	5
637	703
103	593
607	681
152	339
585	854
155	457
270	386
319	175
215	956
319	185
153	726
103	470
108	805
288	526
273	844
698	235
115	1142
273	329
270	771
158	58
615	1913
210	814
525	620
170	75
13	145
550	909
152	256
170	126
219	610
55	5
12	1665
525	156
421	966
276	391
13	1840
263	1134
114	136
321	593
358	97
196	1898
66	1539
109	250
2	932
558	543
141	902
481	173
151	545
557	55
210	470
507	585
134	216
89	6
62	5
142	1855
23	152
121	255
208	241
220	1233
192	3
34	123
172	98
241	7
150	739
17	1481
251	234
34	156
201	16
328	16
66	182
42	619
74	8
158	76
108	1387
588	255
114	208
777	47
115	258
66	25
463	1323
660	496
219	403
419	543
276	169
257	88
154	960
92	2028
398	859
61	438
299	185
236	788
142	227
410	1
275	56
2	28
9	2065
222	74
66	26
26	1161
29	45
232	291
219	1069
805	490
320	719
261	19
263	637
285	183
42	288
18	1048
34	24
392	1357
103	180
174	220
387	284
507	798
409	200
132	119
324	2325
588	257
322	1625
420	1014
219	278
53	509
8	820
220	72
17	636
134	153
38	1
525	619
403	187
205	409
290	129
12	759
190	718
180	1371
114	270
413	1985
280	98
115	628
288	400
42	1276
219	338
484	425
220	923
545	1035
59	302
137	2003
163	307
812	1820
295	54
115	590
