426	375
521	1374
233	1932
275	697
84	1606
622	1088
335	2091
772	1325
586	2330
51	568
155	256
410	810
805	1828
943	1266
438	2168
673	2332
538	2163
133	380
531	1384
931	1702
263	2155
643	343
315	1437
794	126
289	1743
615	1344
468	297
770	266
319	1230
281	1158
376	1262
936	2292
282	2295
697	693
888	175
255	684
477	1908
575	618
953	333
816	1416
577	1620
934	407
855	136
756	384
231	554
737	847
785	1319
918	2142
540	819
160	1487
649	1555
845	663
758	1299
670	2305
831	2338
456	996
602	1933
929	783
569	1884
857	886
122	1827
351	183
345	469
831	1474
92	510
74	700
953	1585
45	692
221	747
365	1923
445	276
910	91
69	1948
953	2114
419	1587
102	1470
200	2090
506	1245
327	269
943	881
667	1033
212	1995
662	1433
62	152
558	1545
887	1973
745	195
806	2153
368	150
770	1624
259	860
526	1181
226	411
354	405
405	665
630	1871
32	1961
330	1856
255	789
342	798
388	1046
626	366
406	907
283	1284
934	688
382	390
30	206
7	1064
212	1242
757	718
300	19
179	1106
326	2237
785	1358
202	1123
237	1065
96	775
18	1390
738	450
327	2093
395	1064
832	1562
28	149
848	859
524	354
778	436
427	1502
572	1545
510	1485
793	767
270	2005
899	1828
959	1399
272	880
12	1731
765	624
733	549
837	68
704	1741
373	377
172	779
749	1127
667	1118
280	1877
403	311
30	1462
791	1224
524	526
759	728
468	920
815	282
100	117
61	364
424	942
647	2007
245	693
659	1924
310	2063
848	528
238	1929
341	1096
225	1219
429	1825
733	1147
213	1502
718	342
511	146
862	1979
551	1241
357	117
622	1782
59	1780
351	595
747	1650
732	2252
609	1373
31	2054
560	255
576	212
612	858
282	308
863	2330
451	396
171	1163
391	176
24	99
225	1770
372	1564
345	915
852	1945
840	1708
665	1227
831	1805
515	1457
395	195
499	587
26	1256
752	712
255	1311
202	1557
72	717
941	1392
94	669
12	1591
821	27
592	2272
450	1251
417	883
182	1028
35	388
878	2156
71	1133
138	1162
773	286
455	1171
510	637
922	1053
926	1648
861	1684
869	585
612	1152
599	2069
390	1387
877	621
304	377
481	401
352	819
811	377
106	1843
437	2231
898	2329
350	1646
625	1184
449	1879
428	1029
119	84
292	2275
1	234
196	120
666	1778
264	1274
781	1484
683	1500
853	1040
579	166
857	1256
598	2308
174	1247
383	2042
635	2071
349	1630
467	478
191	2199
951	1902
601	1859
574	172
402	2049
272	1482
882	1422
175	225
536	1841
775	1764
624	623
123	326
182	1605
432	457
97	983
915	1728
871	1161
340	1812
501	400
719	2001
884	1310
127	1259
232	260
683	1308
383	933
219	2137
95	338
73	1281
397	1081
75	2225
410	2027
290	1146
292	2026
873	1321
799	277
583	229
479	947
689	2167
271	1775
609	2113
856	2232
793	1748
606	931
536	618
518	1827
812	1877
548	2241
948	1489
704	2047
46	635
371	658
886	1069
904	354
176	1999
632	1904
147	2126
171	409
509	1538
18	63
675	240
845	1257
697	1670
226	1531
868	265
814	768
152	1169
942	21
587	1370
105	1169
442	1303
558	2336
558	1063
870	2266
823	1370
203	1066
106	467
740	1921
73	742
217	654
727	884
815	1193
328	857
437	1837
595	506
699	540
439	1456
567	50
685	835
863	1948
83	2197
235	1573
723	450
80	839
500	996
523	1999
874	585
225	1750
808	1677
799	1570
691	2093
576	1588
230	588
495	1012
872	974
510	414
487	2126
608	470
307	711
275	2285
387	1533
150	1966
671	25
581	1536
668	942
335	2248
248	2052
342	1462
632	2206
43	1748
164	241
584	1394
216	2228
261	327
872	1425
799	166
896	993
731	1739
29	1021
698	2223
713	758
138	1901
410	70
546	885
332	2090
565	1675
558	1796
475	979
203	1394
180	1583
33	1050
126	1433
570	1285
141	916
41	1224
230	1299
659	1436
153	1709
588	1632
813	2114
945	2266
944	21
133	1652
247	1997
530	1341
262	338
152	2269
618	1794
398	732
336	711
786	746
663	1081
58	635
435	198
492	490
955	115
801	927
80	1428
800	1984
333	1979
368	802
738	1374
648	1500
520	350
894	1492
696	1059
137	1317
587	2090
645	625
39	210
534	1121
440	135
728	2248
927	1960
247	459
891	1087
113	2177
74	49
933	1760
898	977
267	309
162	2067
109	1565
349	946
310	484
202	2082
860	353
535	1452
552	1483
536	767
26	2268
935	2278
363	1910
700	479
226	2332
268	2134
260	2247
591	2069
819	1293
99	243
803	931
960	1026
394	1315
375	1807
454	1792
212	816
261	1812
954	467
124	1048
325	1931
50	1542
85	77
722	2153
643	1877
666	1146
118	1027
646	1687
388	122
44	905
158	899
875	2103
591	575
350	283
331	1364
562	821
706	275
50	1345
891	1229
88	1409
700	1650
185	1610
591	1989
865	632
592	362
542	1093
207	509
598	577
85	1549
364	483
201	2020
272	1309
353	1690
6	1187
502	2275
644	1382
763	1913
85	1902
799	786
602	424
833	1219
9	1092
75	1840
285	854
583	1214
589	267
213	849
889	656
742	828
932	2229
635	1913
169	1101
937	933
694	609
476	981
644	2271
458	474
661	1956
951	1413
295	2167
390	1733
139	475
324	2256
486	2215
62	274
220	828
118	228
957	1175
190	2112
884	1786
742	1563
490	1065
631	367
417	309
863	1239
780	812
925	1887
680	1748
794	1741
519	443
921	1497
187	1544
48	1569
704	1226
585	1357
152	1680
834	2292
248	60
59	576
498	1864
465	1356
872	410
430	551
152	1655
141	972
158	1818
909	2239
899	904
563	1944
775	1061
633	1814
331	921
589	307
588	730
37	1524
920	2241
398	758
849	1208
902	2165
481	1654
960	628
264	1444
417	928
206	190
239	1041
15	2302
81	1562
459	1468
355	1390
8	2076
118	978
957	97
739	893
64	37
725	1252
132	2111
761	860
229	1123
882	1913
637	1814
679	599
700	2299
943	1673
223	314
732	391
582	477
931	2247
271	1781
868	2274
536	1986
764	1224
225	2014
705	658
568	1525
538	1583
400	1833
399	2000
28	2150
571	268
698	39
426	1017
1	1767
275	850
204	2284
223	2248
267	1403
309	2039
66	1679
325	709
854	1874
496	1699
579	1955
232	199
338	665
354	1161
322	1784
395	2235
922	48
593	415
184	1153
894	857
670	695
788	1063
582	1228
280	1884
748	1760
121	1141
622	746
229	1137
573	1629
649	2040
796	766
664	598
731	224
315	178
527	1246
136	488
565	2280
216	1191
223	1740
14	1967
378	240
812	992
350	2339
427	433
295	183
290	564
279	923
726	2146
296	2189
277	949
1	1363
88	924
739	1881
548	1281
260	1182
322	1872
774	1339
653	1493
642	664
471	773
4	1562
854	205
731	1994
828	1440
741	605
940	1874
336	953
213	537
90	1760
194	1962
663	336
122	325
294	1779
65	2214
90	1849
19	1602
446	333
54	439
98	443
929	1987
773	2330
256	357
461	991
167	2093
568	2266
298	1115
550	27
491	1637
854	1850
572	343
786	1783
118	553
501	1661
25	294
571	1183
758	1986
876	1509
866	644
932	1851
770	858
763	684
687	1879
503	629
803	694
474	934
893	75
130	1507
49	322
765	802
759	1791
349	289
410	846
736	1980
704	1413
907	140
651	577
768	1670
361	1763
839	33
811	897
371	1034
848	1129
905	1592
756	1946
158	2314
321	1590
755	883
430	1954
534	2190
481	1216
800	943
768	1469
182	430
930	1366
71	1282
161	1877
67	232
73	139
365	933
790	1086
333	1293
59	2057
25	15
355	2208
189	2024
93	2295
323	678
286	1777
276	1680
589	1409
217	519
209	1359
237	1579
494	1942
300	1360
835	1197
813	2178
885	1084
421	1600
335	1793
146	1568
359	1282
780	701
522	392
249	1933
490	1725
383	1507
131	2173
251	1841
636	2131
284	1855
772	979
680	1663
961	1775
8	967
776	664
693	1112
936	202
321	892
461	1832
904	1419
161	1878
80	927
940	2273
463	1457
76	1919
201	237
540	670
832	121
631	51
150	497
498	2088
569	946
668	149
350	175
266	1528
444	1565
950	845
149	2285
436	5
315	488
879	1311
295	608
820	1908
315	286
315	872
347	1584
434	279
144	510
616	817
233	1465
628	1146
562	2260
727	2197
275	1094
640	476
643	691
383	1605
244	255
24	147
623	602
770	1355
900	2259
568	777
391	207
877	1854
27	2052
456	840
154	1186
307	1608
724	1595
557	1706
675	1547
108	36
710	817
951	176
583	129
