hsa-miR-6087,hsa_circ_0002172
hsa-miR-6087,hsa_circ_0089776
hsa-miR-7-5p,hsa_circ_0001946
hsa-miR-328-5p,hsa_circ_0002172
hsa-miR-328-5p,hsa_circ_0089776
hsa-miR-3689b-3p,hsa_circ_0041089
hsa-miR-3689b-3p,hsa_circ_0041099
hsa-miR-3689b-3p,hsa_circ_0041116
hsa-miR-3689c,hsa_circ_0041089
hsa-miR-3689c,hsa_circ_0041099
hsa-miR-3689c,hsa_circ_0041116
hsa-miR-30b-3p,hsa_circ_0041089
hsa-miR-30b-3p,hsa_circ_0041099
hsa-miR-30b-3p,hsa_circ_0041116
hsa-miR-3689a-3p,hsa_circ_0041089
hsa-miR-3689a-3p,hsa_circ_0041099
hsa-miR-3689a-3p,hsa_circ_0041116
hsa-miR-8485,hsa_circ_0089792
hsa-miR-6851-5p,hsa_circ_0041089
hsa-miR-6851-5p,hsa_circ_0041099
hsa-miR-6851-5p,hsa_circ_0041116
hsa-miR-4778-3p,hsa_circ_0013871
hsa-miR-4778-3p,hsa_circ_0013870
hsa-miR-4300,hsa_circ_0041089
hsa-miR-4300,hsa_circ_0041099
hsa-miR-4300,hsa_circ_0041116
hsa-miR-3192-5p,hsa_circ_0041089
hsa-miR-3192-5p,hsa_circ_0041099
hsa-miR-3192-5p,hsa_circ_0041116
hsa-miR-6780a-5p,hsa_circ_0041089
hsa-miR-6780a-5p,hsa_circ_0041099
hsa-miR-6780a-5p,hsa_circ_0041116
hsa-miR-6756-5p,hsa_circ_0041089
hsa-miR-6756-5p,hsa_circ_0041099
hsa-miR-6756-5p,hsa_circ_0041116
hsa-miR-6726-5p,hsa_circ_0041089
hsa-miR-6726-5p,hsa_circ_0041099
hsa-miR-6726-5p,hsa_circ_0041116
hsa-miR-4728-5p,hsa_circ_0037995
hsa-miR-4728-5p,hsa_circ_0037996
hsa-miR-328-5p,hsa_circ_0052415
hsa-miR-650,hsa_circ_0052415
hsa-miR-4728-5p,hsa_circ_0037997
hsa-miR-1277-5p,hsa_circ_0057112
hsa-miR-1249-5p,hsa_circ_0002172
hsa-miR-103a-3p,hsa_circ_0052415
hsa-miR-107,hsa_circ_0052415
hsa-miR-7110-5p,hsa_circ_0002172
hsa-miR-7110-5p,hsa_circ_0089776
hsa-miR-1249-5p,hsa_circ_0089776
hsa-miR-920,hsa_circ_0041089
hsa-miR-920,hsa_circ_0041099
hsa-miR-920,hsa_circ_0041116
hsa-miR-6752-5p,hsa_circ_0002172
hsa-miR-6752-5p,hsa_circ_0089776
hsa-miR-646,hsa_circ_0013871
hsa-miR-4739,hsa_circ_0041089
hsa-miR-4739,hsa_circ_0041099
hsa-miR-4739,hsa_circ_0041116
hsa-miR-6812-5p,hsa_circ_0002172
hsa-miR-6812-5p,hsa_circ_0089776
hsa-miR-646,hsa_circ_0013870
hsa-miR-6799-5p,hsa_circ_0041089
hsa-miR-6799-5p,hsa_circ_0041099
hsa-miR-6799-5p,hsa_circ_0041116
hsa-miR-6756-3p,hsa_circ_0013871
hsa-miR-4446-3p,hsa_circ_0013871
hsa-miR-4498,hsa_circ_0013871
hsa-miR-4672,hsa_circ_0005461
hsa-miR-6790-3p,hsa_circ_0002172
hsa-miR-6790-3p,hsa_circ_0089776
hsa-miR-6862-5p,hsa_circ_0013871
hsa-miR-4640-5p,hsa_circ_0052415
hsa-miR-8485,hsa_circ_0041122
hsa-miR-5088-3p,hsa_circ_0013871
hsa-miR-4778-3p,hsa_circ_0013876
hsa-miR-4446-3p,hsa_circ_0013870
hsa-miR-6881-3p,hsa_circ_0013871
hsa-miR-4498,hsa_circ_0013870
hsa-miR-765,hsa_circ_0002172
hsa-miR-765,hsa_circ_0089776
hsa-miR-6778-5p,hsa_circ_0041089
hsa-miR-6778-5p,hsa_circ_0041099
hsa-miR-6778-5p,hsa_circ_0041116
hsa-miR-6862-5p,hsa_circ_0013870
hsa-miR-1199-5p,hsa_circ_0013871
hsa-miR-6779-5p,hsa_circ_0041089
hsa-miR-6779-5p,hsa_circ_0041099
hsa-miR-6779-5p,hsa_circ_0041116
hsa-miR-1185-2-3p,hsa_circ_0005461
hsa-miR-4726-5p,hsa_circ_0052415
hsa-miR-370-3p,hsa_circ_0013871
hsa-miR-7113-3p,hsa_circ_0013871
hsa-miR-6881-3p,hsa_circ_0013870
hsa-miR-93-3p,hsa_circ_0013871
hsa-miR-1199-5p,hsa_circ_0013870
hsa-miR-431-5p,hsa_circ_0013871
hsa-miR-6756-3p,hsa_circ_0013870
hsa-miR-370-3p,hsa_circ_0013870
hsa-miR-7113-3p,hsa_circ_0013870
hsa-miR-3689d,hsa_circ_0041089
hsa-miR-3689d,hsa_circ_0041099
hsa-miR-3689d,hsa_circ_0041116
hsa-miR-93-3p,hsa_circ_0013870
hsa-miR-431-5p,hsa_circ_0013870
hsa-miR-5088-3p,hsa_circ_0013870
hsa-miR-1273h-5p,hsa_circ_0041089
hsa-miR-1273h-5p,hsa_circ_0041099
hsa-miR-1273h-5p,hsa_circ_0041116
hsa-miR-6865-3p,hsa_circ_0020316
hsa-miR-4781-5p,hsa_circ_0005461
hsa-miR-297,hsa_circ_0089771
hsa-miR-6745,hsa_circ_0038404
hsa-miR-6825-5p,hsa_circ_0052415
hsa-miR-4739,hsa_circ_0037995
hsa-miR-4739,hsa_circ_0037996
hsa-miR-4739,hsa_circ_0037997
hsa-miR-149-3p,hsa_circ_0037995
hsa-miR-149-3p,hsa_circ_0037996
hsa-miR-149-3p,hsa_circ_0037997
hsa-miR-6870-5p,hsa_circ_0037995
hsa-miR-6870-5p,hsa_circ_0037996
hsa-miR-6870-5p,hsa_circ_0037997
hsa-miR-1266-5p,hsa_circ_0002326
hsa-miR-6757-5p,hsa_circ_0002326
hsa-miR-5591-5p,hsa_circ_0041089
hsa-miR-5591-5p,hsa_circ_0041099
hsa-miR-5591-5p,hsa_circ_0041116
hsa-miR-646,hsa_circ_0013876
hsa-miR-1913,hsa_circ_0014209
hsa-miR-1913,hsa_circ_0014210
hsa-miR-6804-5p,hsa_circ_0038404
hsa-miR-4518,hsa_circ_0002326
hsa-miR-6756-3p,hsa_circ_0013876
hsa-miR-4728-5p,hsa_circ_0002172
hsa-miR-4728-5p,hsa_circ_0089776
hsa-miR-4446-3p,hsa_circ_0013876
hsa-miR-4498,hsa_circ_0013876
hsa-miR-5088-3p,hsa_circ_0013876
hsa-miR-6862-5p,hsa_circ_0013876
hsa-miR-6133,hsa_circ_0041089
hsa-miR-6133,hsa_circ_0041099
hsa-miR-6133,hsa_circ_0041116
hsa-miR-7111-5p,hsa_circ_0037995
hsa-miR-7111-5p,hsa_circ_0037996
hsa-miR-7111-5p,hsa_circ_0037997
hsa-miR-4726-5p,hsa_circ_0044512
hsa-miR-6767-5p,hsa_circ_0089792
hsa-miR-4726-5p,hsa_circ_0044522
hsa-miR-1185-1-3p,hsa_circ_0005461
hsa-miR-4763-3p,hsa_circ_0082878
hsa-miR-4763-3p,hsa_circ_0082879
hsa-miR-4534,hsa_circ_0002326
hsa-miR-324-3p,hsa_circ_0014209
hsa-miR-324-3p,hsa_circ_0014210
hsa-miR-3160-3p,hsa_circ_0038404
hsa-miR-1249-5p,hsa_circ_0041089
hsa-miR-1249-5p,hsa_circ_0041099
hsa-miR-1249-5p,hsa_circ_0041116
hsa-miR-6862-3p,hsa_circ_0020316
hsa-miR-6794-5p,hsa_circ_0037995
hsa-miR-6127,hsa_circ_0041089
hsa-miR-6127,hsa_circ_0041099
hsa-miR-6127,hsa_circ_0041116
hsa-miR-6870-3p,hsa_circ_0013871
hsa-miR-6832-3p,hsa_circ_0013871
hsa-miR-4726-5p,hsa_circ_0044510
hsa-miR-4726-5p,hsa_circ_0044511
hsa-miR-4726-5p,hsa_circ_0044519
hsa-miR-6882-3p,hsa_circ_0014209
hsa-miR-6882-3p,hsa_circ_0014210
